sequence	time_seconds	time_nseconds	orientation_x	orientation_y	orientation_z	orientation_w	angular_velocity_x	angular_velocity_y	angular_velocity_z	linear_acceleration_x	linear_acceleration_y	linear_acceleration_z	mag_x	mag_y	mag_z
4906	98	220000000	-9.756895968819288e-15	6.657587629840767e-10	5.162929977350465e-10	1.0	0.0	0.0	0.0	-9.800000007388741	2.44984295305152e-08	9.799999981291018	0.5000000000000002	-0.8497461783024419	0.1642923622418715
4907	98	240000000	-9.756968151908262e-15	7.165620960410193e-10	5.423393005198214e-10	1.0	0.0	0.0	0.0	-9.800000008864169	2.5013631153329705e-08	9.79999998077494	0.5000000000000002	-0.8288161802319699	0.26291815603156105
4908	98	260000000	-9.757042426109824e-15	7.701752596040104e-10	5.683470194182575e-10	1.0	0.0	0.0	0.0	-9.80000001044342	2.552807558615293e-08	9.799999980252561	0.5000000000000002	-0.7996049593351386	0.33145423827741566
4909	98	280000000	-9.757124588305708e-15	8.268084849289609e-10	5.943143045419235e-10	1.0	0.0	0.0	0.0	-9.800000012079934	2.6041729999801228e-08	9.799999979669039	0.5000000000000001	-0.7624043832601022	0.4014772244057611
4910	98	300000000	-9.757213844402525e-15	8.866838458892705e-10	6.202393084163527e-10	1.0	0.0	0.0	0.0	-9.800000013835657	2.655455518876029e-08	9.79999997907765	0.5000000000000002	-0.7175861463186926	0.5070489917806914
4911	98	320000000	-9.757313714880962e-15	9.50036129752781e-10	6.461201864686161e-10	1.0	0.0	0.0	0.0	-9.800000015675815	2.70665157094495e-08	9.799999978434402	0.5000000000000001	-0.6655980556551817	0.5594624559660575
4912	98	340000000	-1.2578679383566788e-06	-1.2578674406774425e-06	-1.9931525703855677e-07	0.999999999998398	-0.0001257854291992213	-0.0001258803828469376	-1.9995921052996975e-05	-6.172872146453094	0.04287054146230599	9.07580401226623	0.5000000000000002	-0.6069595569239511	0.6133290555440958
4913	98	360000000	-1.2578677631855687e-06	-1.2578672524604823e-06	-1.9931718433407066e-07	0.999999999998398	0.0	0.0	0.0	2.4663630143285202e-05	-2.466300623382831e-05	9.800000014468734	0.5000000000000001	-0.5422565441818221	0.649296327320366
4914	98	380000000	-1.2578675825280147e-06	-1.2578670636772578e-06	-1.9931959841870777e-07	0.999999999998398	0.0	0.0	0.0	2.466363875563631e-05	-2.4663232504261467e-05	9.800000014421403	0.5000000000000001	-0.4721355058526875	0.7282803471829822
4915	98	400000000	-1.2578674018704992e-06	-1.2578668748940646e-06	-1.9932201250272798e-07	0.999999999998398	0.0	0.0	0.0	2.4663635053959415e-05	-2.4663228961177235e-05	9.800000014446379	0.5000000000000001	-0.39729706525576924	0.753934597852756
4916	98	420000000	-1.2578672212130549e-06	-1.2578666861108983e-06	-1.9932442658613097e-07	0.999999999998398	0.0	0.0	0.0	2.466363135244624e-05	-2.466322541680476e-05	9.800000014424171	0.5000000000000001	-0.31848898023815353	0.8165583911189562
4917	98	440000000	-1.2578670405556783e-06	-1.2578664973277719e-06	-1.9932684066891682e-07	0.999999999998398	0.0	0.0	0.0	2.466362765019823e-05	-2.4663221872196733e-05	9.800000014424166	0.5000000000000001	-0.23649867185666248	0.8425545577054867
4918	98	460000000	-1.2578669681512044e-06	-1.2578663508658218e-06	-1.9932853465726845e-07	0.999999999998398	0.0	0.0	0.0	2.47263259447479e-05	-2.4722605746209196e-05	9.800000012617364	0.5000000000000001	-0.15214535675969576	0.8361672721387008
4919	98	480000000	-1.2578669228099343e-06	-1.2578662149841838e-06	-1.9933004862193356e-07	0.999999999998398	0.0	0.0	0.0	2.46609769490352e-05	-2.465645377649451e-05	9.800000011838451	0.5000000000000001	-0.06627186187935369	0.8588569514984117
